City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,dar chioukh,34.8964,3.4854,10.83,64,26,2.59,DZ,1702234657
361,susuman,62.7833,148.1667,-13.34,93,100,0.45,RU,1702234475
362,port augusta,-32.5,137.7667,17.77,85,97,3.32,AU,1702234658
363,labrador city,52.9463,-66.9114,-1.05,86,100,5.66,CA,1702234658
364,margate,51.3813,1.3862,10.62,80,0,4.47,GB,1702234361
365,plast,54.3691,60.8136,-24.1,98,100,3.97,RU,1702234659
366,haiku-pauwela,20.9219,-156.3051,25.58,76,20,6.26,US,1702234659
367,that phanom,16.9364,104.7104,23.43,66,5,1.04,TH,1702234660
368,igarka,67.4667,86.5833,-32.81,98,100,2.3,RU,1702234660
369,pacasmayo,-7.4006,-79.5714,23.22,71,9,6.58,PE,1702234660
370,hilo,19.7297,-155.09,24.58,99,100,3.09,US,1702234391
371,nieuw amsterdam,5.8833,-55.0833,32.09,68,75,2.57,SR,1702234661
372,suamico,44.6319,-88.0393,-0.57,76,100,5.14,US,1702234662
373,praia da vitoria,38.7333,-27.0667,18.2,82,20,5.33,PT,1702234379
374,vila franca do campo,37.7167,-25.4333,18.27,99,100,4.86,PT,1702234487
375,codrington,-38.2667,141.9667,14.92,86,100,8.08,AU,1702234663
376,maracaibo,10.6317,-71.6406,30.53,63,41,3.04,VE,1702234493
377,uddevalla,58.3478,11.9424,1.66,93,100,0.45,SE,1702234663
378,key largo,25.0865,-80.4473,28.0,82,100,5.35,US,1702234536
379,rio gallegos,-51.6226,-69.2181,14.03,38,20,4.12,AR,1702234664
380,howrah,22.5892,88.3103,19.0,77,0,1.54,IN,1702234665
381,dalandzadgad,43.5708,104.425,-7.96,64,97,1.04,MN,1702234389
382,dakhla,23.6848,-15.958,22.01,68,44,3.09,EH,1702234491
383,port saint john's,-31.6229,29.5448,18.03,85,100,1.39,ZA,1702234666
384,sao gabriel da cachoeira,-0.1303,-67.0892,31.89,66,40,3.09,BR,1702234666
385,akoupe,6.39,-3.9003,26.62,65,75,1.54,CI,1702234666
386,ruislip,51.5734,-0.4234,11.03,87,20,8.23,GB,1702234667
387,usogorsk,63.4106,48.6872,-24.07,99,100,3.26,RU,1702234667
388,al bawiti,28.3492,28.8659,15.5,41,32,1.87,EG,1702234667
389,magistral'nyy,56.1725,107.4458,-34.24,99,39,0.37,RU,1702234668
390,gillette,44.2911,-105.5022,6.17,38,100,4.47,US,1702234493
391,la ronge,55.1001,-105.2842,-11.86,79,40,3.09,CA,1702234669
392,mariental,-24.6333,17.9667,25.9,7,0,5.88,NA,1702234439
393,gaiman,-43.2897,-65.4929,29.92,19,12,3.28,AR,1702234669
394,hotan,37.0997,79.9269,5.19,22,3,0.92,CN,1702234670
395,antalaha,-14.9003,50.2788,24.61,91,99,2.18,MG,1702234670
396,novokruchininskiy,51.7833,113.7667,-35.15,98,11,1.0,RU,1702234670
397,iskateley,67.6803,53.1512,-22.77,91,96,4.92,RU,1702234452
398,lijiang,26.8688,100.2207,2.78,85,0,2.29,CN,1702234671
399,kendari,-3.945,122.4989,23.94,94,99,1.55,ID,1702234672
400,lemvig,56.5486,8.3102,3.44,97,100,8.05,DK,1702234646
401,monte carmelo,-18.7247,-47.4986,31.63,39,11,4.37,BR,1702234538
402,arinos,-15.9169,-46.1056,34.83,29,100,2.23,BR,1702234673
403,norderney,53.7,7.15,7.77,97,100,4.33,DE,1702234673
404,harstad,68.799,16.5293,-0.47,76,83,9.39,NO,1702234674
405,kishangarh,26.5667,74.8667,15.2,30,7,1.28,IN,1702234674
406,makarov,48.6333,142.8,-13.14,81,47,6.68,RU,1702234674
407,baganga,7.5739,126.56,24.99,88,36,2.81,PH,1702234675
408,kayangel,8.0823,134.7173,28.32,79,84,7.22,PW,1702234455
409,castillos,-34.1667,-53.8333,21.49,64,23,4.31,UY,1702234392
410,progreso,21.2833,-89.6667,30.06,73,100,4.26,MX,1702234676
411,happy valley-goose bay,53.3168,-60.3315,-0.83,64,100,6.17,CA,1702234676
412,paita,-5.0892,-81.1144,24.84,69,1,6.88,PE,1702234676
413,huarmey,-10.0681,-78.1522,23.6,71,20,5.1,PE,1702234677
414,abepura,-2.6333,140.5833,24.45,88,40,2.06,ID,1702234677
415,grand falls-windsor,48.9332,-55.6649,2.5,72,100,1.75,CA,1702234677
416,carutapera,-1.195,-46.02,29.52,65,75,4.59,BR,1702234678
417,greenville,35.6127,-77.3663,20.08,96,100,6.17,US,1702234678
418,yemanzhelinsk,54.7547,61.3208,-26.05,97,97,4.09,RU,1702234679
419,floro,61.5996,5.0328,5.54,70,40,4.12,NO,1702234679
420,kununurra,-15.7667,128.7333,23.99,88,75,4.12,AU,1702234679
421,rio grande,-32.035,-52.0986,26.06,82,73,8.68,BR,1702234680
422,aras-asan,8.8908,126.3033,25.11,86,63,1.81,PH,1702234680
423,yur'yev-pol'skiy,56.5,39.6833,-10.75,94,100,6.16,RU,1702234680
424,mont-dore,-22.2833,166.5833,18.99,74,94,2.92,NC,1702234681
425,pisco,-13.7,-76.2167,22.23,73,0,4.63,PE,1702234681
426,stephenville,32.2207,-98.2023,10.69,21,0,4.12,US,1702234681
427,sidareja,-7.4846,108.7923,25.14,88,100,0.72,ID,1702234682
428,cabedelo,-6.9811,-34.8339,30.37,61,100,4.27,BR,1702234682
429,salamanca,40.8333,-6.0,10.88,94,61,3.13,ES,1702234577
430,kapoeta,4.7717,33.5903,29.96,33,15,2.58,SS,1702234683
431,tezu,27.9167,96.1667,16.46,63,43,1.42,IN,1702234683
432,bangassou,4.7413,22.8184,23.03,68,64,1.15,CF,1702234684
433,usakos,-22.0,15.6,22.01,35,0,4.95,NA,1702234684
434,korla,41.7597,86.1469,-2.82,58,17,1.64,CN,1702234684
435,la rinconada,37.4873,-5.9826,17.81,85,0,1.03,ES,1702234685
436,kalmunai,7.4167,81.8167,25.69,86,65,0.79,LK,1702234685
437,kachug,53.9606,105.8817,-33.86,100,25,0.45,RU,1702234686
438,zeya,53.75,127.2667,-25.84,76,5,2.4,RU,1702234686
439,turtas,58.9417,69.1325,-29.6,94,16,2.83,RU,1702234686
440,sur,22.5667,59.5289,23.09,53,4,1.33,OM,1702234687
441,dickinson,29.4608,-95.0513,15.65,32,0,8.75,US,1702234687
442,lhasa,29.65,91.1,-1.72,48,10,1.31,CN,1702234688
443,steamboat springs,40.485,-106.8317,-2.03,86,100,0.0,US,1702234688
444,yunyang,33.4474,112.7142,0.11,97,100,6.68,CN,1702234688
445,dunedin,-45.8742,170.5036,8.78,72,9,1.32,NZ,1702234338
446,yarmouth,41.7057,-70.2286,16.26,93,100,4.12,US,1702234689
447,mathba,22.2855,89.9629,16.37,56,0,2.66,BD,1702234689
448,richards bay,-28.783,32.0377,20.6,95,100,3.83,ZA,1702234690
449,sakaraha,-22.9,44.5333,26.29,60,85,3.03,MG,1702234690
450,twon-brass,4.3151,6.2418,27.8,80,51,5.3,NG,1702234691
451,villa gesell,-37.2639,-56.973,21.24,71,11,7.13,AR,1702234691
452,tubarjal,30.4999,38.216,18.66,49,100,5.43,SA,1702234691
453,mikumi,-7.4041,36.9831,21.83,96,100,1.24,TZ,1702234692
454,salavan,15.7167,106.4167,21.74,83,79,1.12,LA,1702234692
455,starkville,33.4504,-88.8184,10.81,53,0,4.63,US,1702234513
456,ilave,-16.0833,-69.6667,17.0,39,45,5.13,PE,1702234693
457,grand gaube,-20.0064,57.6608,26.32,80,81,3.58,MU,1702234693
458,sao vicente,-23.9631,-46.3919,26.1,63,100,3.6,BR,1702234693
459,vorkuta,67.5,64.0,-25.69,100,100,2.21,RU,1702234694
460,krapivinskiy,54.9992,86.8133,-29.9,100,70,0.66,RU,1702234694
461,nagqu,31.5,92.0,-10.86,42,100,0.57,CN,1702234695
462,santa ana,33.7456,-117.8678,24.39,20,40,2.06,US,1702234695
463,novo aripuana,-5.1206,-60.3797,34.32,44,99,1.2,BR,1702234695
464,sambava,-14.2667,50.1667,25.41,88,57,2.43,MG,1702234696
465,zhengjiatun,43.5064,123.5064,-14.2,61,100,3.47,CN,1702234696
466,vrangel',42.7297,133.0839,-10.95,51,5,5.43,RU,1702234696
467,castlegar,49.2998,-117.6689,4.05,92,100,0.6,CA,1702234697
468,kaimganj,27.5667,79.35,14.94,30,0,2.4,IN,1702234697
469,balabac,7.9868,117.0645,27.11,79,28,3.16,PH,1702234698
470,dryden,49.7833,-92.7503,-6.84,93,100,3.09,CA,1702234698
471,kolonia,50.9333,6.95,10.03,84,75,4.63,DE,1702234562
472,bedi,22.5,70.05,22.44,44,1,2.33,IN,1702234699
473,sinabang,2.4803,96.3801,25.91,86,99,1.35,ID,1702234699
474,morag,53.9171,19.926,-0.95,94,100,5.33,PL,1702234699
475,porto velho,-8.7619,-63.9039,32.03,62,40,1.54,BR,1702234577
476,taksimo,56.3444,114.8794,-32.57,90,49,0.79,RU,1702234403
477,la gi,10.6667,107.7833,23.54,88,100,4.36,VN,1702234700
478,yerofey pavlovich,53.9667,121.9667,-31.27,93,11,1.58,RU,1702234701
479,rumphi,-11.0186,33.8575,21.58,79,67,2.16,MW,1702234701
480,berbera,10.4396,45.0143,25.76,66,0,2.76,SO,1702234702
481,charleville-mezieres,49.7667,4.7167,9.65,96,100,8.57,FR,1702234702
482,chimoio,-19.1164,33.4833,27.92,83,40,2.96,MZ,1702234702
483,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-14.68,88,100,4.18,RU,1702234703
484,omdurman,15.6445,32.4777,27.53,17,0,4.14,SD,1702234703
485,alto araguaia,-17.3147,-53.2153,32.54,41,100,3.16,BR,1702234703
486,mutuali,-14.8706,37.0044,26.04,61,32,1.87,MZ,1702234704
487,toprakkale,37.0686,36.1466,13.74,78,100,2.22,TR,1702234704
488,palapag,12.5458,125.1147,25.75,88,100,2.98,PH,1702234705
489,itoman,26.1247,127.6694,23.43,86,20,3.09,JP,1702234705
490,ndele,8.4109,20.6473,27.52,22,100,0.92,CF,1702234705
491,palmer,42.1584,-72.3287,14.36,84,100,1.79,US,1702234706
492,choibalsan,48.0667,114.5,-28.69,91,100,1.23,MN,1702234706
493,quellon,-43.1167,-73.6167,14.94,77,99,3.16,CL,1702234706
494,lyantor,61.6195,72.1555,-34.5,97,7,3.33,RU,1702234707
495,comandante fontana,-25.3345,-59.6821,29.18,46,71,3.94,AR,1702234707
496,basco,20.4487,121.9702,26.76,81,40,8.57,PH,1702234708
497,oranjemund,-28.55,16.4333,17.01,85,1,5.75,NA,1702234501
498,alice springs,-23.7,133.8833,9.75,93,0,3.09,AU,1702234708
499,vadso,70.0744,29.7487,-10.91,79,20,10.29,NO,1702234482
500,eldivan,40.5298,33.499,4.83,84,100,1.3,TR,1702234709
501,wynyard,-41.0,145.7167,12.35,63,100,2.15,AU,1702234709
502,kill devil hills,36.0307,-75.676,20.01,83,100,10.07,US,1702234710
503,tobelo,1.7284,128.0095,26.28,81,100,1.82,ID,1702234710
504,la mojonera,37.2923,-2.4373,12.32,40,66,2.79,ES,1702234711
505,copala,16.65,-98.9833,30.36,55,100,2.33,MX,1702234711
506,al ghayzah,16.2079,52.176,24.36,61,28,1.63,YE,1702234711
507,kaa-khem,51.6833,94.7333,-34.22,97,95,1.12,RU,1702234712
508,palikir - national government center,6.9248,158.1611,27.41,78,100,2.57,FM,1702234452
509,altai,46.3722,96.2583,-15.23,55,54,3.39,MN,1702234713
510,los angeles,34.0522,-118.2437,23.56,18,0,4.12,US,1702234617
511,kingscliff,-28.2667,153.5667,21.64,88,100,2.57,AU,1702234714
512,martapura,-3.4167,114.85,26.05,94,40,2.06,ID,1702234714
513,taitung city,22.7583,121.1444,24.4,89,77,0.98,TW,1702234715
514,rawson,-43.3002,-65.1023,27.53,26,3,3.31,AR,1702234716
515,sechura,-5.5569,-80.8222,27.94,56,13,5.88,PE,1702234716
516,bardai,11.65,7.2333,21.4,17,53,4.1,NG,1702234716
517,oxford,51.7522,-1.256,10.99,85,20,6.17,GB,1702234610
518,zouerate,22.7187,-12.4521,23.34,22,86,5.04,MR,1702234717
519,kindu,-2.95,25.95,21.54,99,100,1.16,CD,1702234717
520,dompierre-sur-mer,46.1882,-1.0635,14.95,94,100,6.69,FR,1702234718
521,tailai,46.3833,123.4,-19.32,80,1,1.58,CN,1702234719
522,guerrero negro,27.9769,-114.0611,21.65,23,0,1.89,MX,1702234719
523,naracoorte,-36.9579,140.7383,16.23,86,100,7.88,AU,1702234720
524,carira,-10.3608,-37.7011,32.12,33,23,7.59,BR,1702234720
525,kainantu,-6.2887,145.8655,15.84,97,100,1.64,PG,1702234720
526,hangha,7.9411,-11.14,24.94,45,93,0.8,SL,1702234721
527,vanimo,-2.6741,141.3028,25.5,90,84,3.02,PG,1702234721
528,rio preto da eva,-2.6994,-59.6997,30.54,65,100,1.27,BR,1702234721
529,flying fish cove,-10.4217,105.6791,23.82,88,100,3.09,CX,1702234722
530,morondava,-20.2833,44.2833,27.99,79,18,5.21,MG,1702234722
531,rongelap,11.1635,166.8941,26.96,80,100,8.1,MH,1702234493
532,edd,13.9297,41.6925,28.22,51,0,7.94,ER,1702234723
533,zykovo,55.9519,93.1461,-34.66,100,33,1.25,RU,1702234723
534,afif,23.9065,42.9172,17.8,24,98,3.71,SA,1702234723
535,coyhaique,-45.5752,-72.0662,17.34,55,75,2.06,CL,1702234631
536,illapel,-31.6308,-71.1653,27.57,39,6,4.51,CL,1702234572
537,kone,-21.0595,164.8658,22.38,77,100,2.21,NC,1702234381
538,tucuma,-0.1833,-50.05,29.68,67,49,3.67,BR,1702234725
539,ubari,26.5921,12.7805,14.55,58,36,3.16,LY,1702234725
540,selkirk,50.1436,-96.8845,-5.92,91,20,1.79,CA,1702234726
541,the dalles,45.5946,-121.1787,12.35,95,100,2.06,US,1702234450
542,george town,5.4112,100.3354,26.96,95,20,1.03,MY,1702234679
543,funafuti,-8.5243,179.1942,30.0,79,75,7.72,TV,1702234726
544,kourou,5.1552,-52.6478,31.03,70,34,3.52,GF,1702234727
545,cockburn town,21.4612,-71.1419,27.98,61,40,7.72,TC,1702234727
546,puerto madero,14.7208,-92.4215,29.05,69,72,3.16,MX,1702234727
547,rajgarh,28.6333,75.3833,16.21,29,0,1.75,IN,1702234728
548,lahoysk,54.2016,27.8503,-5.0,95,100,5.23,BY,1702234728
549,ankazoabo,-22.2833,44.5167,27.07,57,69,3.85,MG,1702234728
550,mitu,1.1983,-70.1733,29.47,72,48,1.4,CO,1702234729
551,ca mau,9.1769,105.15,24.13,92,72,2.53,VN,1702234729
552,magadan,59.5667,150.8,-2.48,80,61,11.26,RU,1702234730
553,namtsy,62.7161,129.6658,-31.15,90,100,4.9,RU,1702234478
554,boquete,8.7833,-82.4333,23.78,62,29,1.99,PA,1702234730
555,velikiy ustyug,60.7644,46.3106,-18.3,87,100,3.93,RU,1702234731
556,hasaki,35.7333,140.8333,11.27,71,100,2.25,JP,1702234731
557,leczyca,52.0596,19.1997,2.86,99,100,5.15,PL,1702234731
558,anaconda,46.1285,-112.9423,1.69,75,95,2.63,US,1702234732
559,coelho neto,-4.2567,-43.0128,30.5,58,93,0.98,BR,1702234732
560,la sarre,48.8002,-79.1996,-2.59,91,100,4.18,CA,1702234668
561,malango,-2.9627,119.9001,20.39,96,100,1.06,ID,1702234733
562,chernihiv,51.0,32.0,-0.35,97,100,3.49,UA,1702234733
563,amahai,-3.3333,128.9167,26.24,83,96,2.42,ID,1702234733
564,salekhard,66.53,66.6019,-29.29,100,99,2.99,RU,1702234734
565,constitucion,-35.3333,-72.4167,20.65,57,24,6.3,CL,1702234734
566,atar,20.5169,-13.0499,30.03,14,4,6.17,MR,1702234734
